"age_group","sex","physical_health","cognitive_function","psychological_condition","social_resources","socioeconomic_resources","health_behavior","probability_limited"
"65-69","female","low","mid","mid","mid","high","mid",0.0593615232825623
"65-69","female","high","low","low","mid","low","mid",0.059307704001614
"65-69","male","high","high","low","mid","low","high",0.0592576657243694
"70-79","female","mid","high","low","low","low","mid",0.0592188922119602
"80+","male","high","mid","high","mid","mid","high",0.059138887801878
"70-79","female","high","mid","low","mid","mid","high",0.0590936193585582
"65-69","female","low","low","mid","high","low","mid",0.0590196932007854
"70-79","female","high","high","low","low","high","mid",0.0590190129888028
"80+","female","mid","high","high","high","high","high",0.0590092171574077
"65-69","male","low","high","mid","high","low","high",0.058969882687134
"70-79","male","low","high","high","mid","low","high",0.0589595004299197
"65-69","female","mid","low","high","low","mid","high",0.0589232500338508
"80+","female","high","mid","mid","high","mid","mid",0.0589089295972559
"65-69","male","high","high","mid","mid","high","high",0.0588971085547286
"80+","female","high","high","mid","low","high","high",0.0588886523787002
"70-79","female","mid","high","high","high","low","low",0.058792782643739
"65-69","female","high","mid","mid","mid","high","low",0.0587770497684985
"65-69","female","high","mid","high","high","mid","low",0.0587395758960395
"70-79","female","mid","high","high","mid","mid","low",0.0586063797423404
"80+","female","high","high","mid","mid","low","mid",0.0584847936590513
"70-79","male","high","mid","mid","low","low","high",0.0584576382021751
"65-69","female","high","low","mid","high","low","low",0.0584383762495711
"70-79","female","high","low","mid","high","low","mid",0.0584367572423319
"65-69","female","high","low","low","low","mid","high",0.0584348861563919
"65-69","male","mid","high","high","mid","mid","low",0.0583232116432822
"70-79","female","low","mid","mid","high","low","mid",0.058198516869654
"70-79","female","mid","mid","low","low","low","high",0.0581555760822081
"65-69","female","mid","low","mid","mid","mid","high",0.0581394816962694
"70-79","female","high","low","mid","high","high","high",0.0579834868620547
"70-79","female","mid","high","mid","low","mid","high",0.057941721313657
"65-69","female","low","high","high","high","high","mid",0.0577729710031059
"65-69","female","mid","low","low","mid","low","high",0.0577478897268016
"65-69","female","low","high","mid","low","high","mid",0.0577412846957277
"70-79","female","high","mid","high","high","mid","mid",0.0576978487475146
"80+","female","high","high","high","high","low","high",0.0576856825142129
"70-79","male","mid","high","high","high","mid","high",0.0575789275477193
"80+","male","high","high","high","mid","high","high",0.057571898133122
"65-69","male","mid","high","high","high","low","low",0.0574724799561543
"70-79","female","high","high","high","low","mid","high",0.0574404251578206
"80+","female","high","mid","mid","mid","low","high",0.0574338540726259
"70-79","female","low","high","mid","mid","high","high",0.0573558388700096
"80+","female","high","high","mid","high","high","mid",0.0573476616871743
"70-79","female","low","high","low","low","low","high",0.0573377744417006
"65-69","male","high","high","mid","low","mid","high",0.0571800749179217
"65-69","female","high","high","mid","low","high","low",0.0571717944378704
"70-79","male","high","mid","high","mid","low","mid",0.0571562157778661
"65-69","female","mid","low","mid","low","low","mid",0.0571542209506343
"65-69","male","mid","high","mid","low","low","high",0.0571058892827934
"70-79","female","mid","mid","mid","high","high","high",0.0569953236740225
"65-69","male","high","mid","high","high","low","high",0.0568178981435141
"65-69","male","high","high","high","mid","low","low",0.0567385568536236
"70-79","male","high","high","mid","low","low","mid",0.0566806910202737
"65-69","male","mid","high","high","high","mid","mid",0.0566291988145077
"70-79","female","high","high","low","high","low","high",0.0565091551838772
"80+","female","high","high","mid","mid","mid","mid",0.0564813272852386
"65-69","female","mid","mid","mid","high","mid","low",0.0564578990674328
"70-79","female","mid","high","mid","high","mid","mid",0.0564240241655216
"65-69","female","low","low","high","mid","low","mid",0.0561639457830491
"80+","female","mid","mid","high","mid","mid","mid",0.0561424769209851
"65-69","male","low","high","high","mid","low","high",0.0561164016863551
"70-79","male","high","high","mid","mid","high","high",0.0561018767303293
"80+","male","high","mid","mid","high","mid","high",0.0560850663282682
"70-79","male","mid","high","high","mid","high","mid",0.0560780067267472
"70-79","female","mid","mid","high","low","mid","high",0.056054294357657
"65-69","male","high","high","high","mid","mid","mid",0.055905405667283
"70-79","male","high","mid","high","mid","mid","high",0.0558671692340789
"80+","female","high","high","high","high","mid","high",0.0557079709395829
"80+","male","high","high","mid","mid","low","high",0.0556800588881638
"70-79","female","mid","mid","high","high","high","mid",0.0556301334845852
"70-79","female","low","mid","high","mid","low","mid",0.0553801646993742
"70-79","female","mid","mid","mid","mid","mid","high",0.0553064447468191
"80+","female","high","mid","high","mid","high","high",0.0553056973409103
"65-69","male","high","high","high","high","low","mid",0.0550878781826785
"65-69","female","mid","high","low","mid","high","mid",0.055013350796105
"65-69","female","mid","high","high","low","mid","low",0.0548583012686172
"65-69","male","high","mid","mid","mid","low","mid",0.0548467304453418
"70-79","male","mid","high","mid","high","low","high",0.0548059144695345
"65-69","female","mid","mid","low","low","high","mid",0.0547800860369281
"80+","female","mid","high","high","mid","high","mid",0.0546502707692677
"65-69","male","mid","mid","mid","high","low","high",0.0546065363522125
"80+","male","high","high","mid","high","high","high",0.0545942978265837
"65-69","male","high","mid","mid","mid","mid","high",0.0545774322840429
"65-69","female","mid","low","high","low","high","high",0.0545690508791167
"65-69","female","low","high","low","mid","mid","high",0.0545243580436839
"65-69","male","mid","high","high","high","high","high",0.0544956747279765
"65-69","female","high","high","low","low","mid","low",0.0544016806397116
"65-69","female","low","high","low","low","high","high",0.0543965749525262
"70-79","female","mid","high","low","mid","low","high",0.0543898134328357
"65-69","female","mid","mid","high","high","high","low",0.0543840695665794
"70-79","female","high","high","low","mid","high","high",0.0542052944834307
"70-79","male","high","mid","mid","high","low","mid",0.0541988780294
"70-79","female","low","mid","mid","high","mid","high",0.0541608163997456
"65-69","female","mid","high","mid","mid","mid","low",0.05412549309391
"65-69","female","high","low","low","low","high","high",0.0541147000160978
"70-79","female","high","mid","low","low","high","high",0.0539752603023468
"70-79","female","mid","low","high","high","low","high",0.0539234260380179
"65-69","female","high","high","low","high","mid","mid",0.0538849709649758
"70-79","male","mid","mid","high","mid","high","high",0.0538613099617348
"65-69","female","mid","low","mid","mid","high","high",0.0538398864644427
"70-79","female","mid","high","mid","low","low","mid",0.0538286946966232
"65-69","male","high","high","mid","high","low","low",0.0538015961805888
"65-69","male","high","high","high","mid","high","high",0.0537975956531939
"80+","male","high","high","mid","mid","mid","high",0.0537671852279039
"65-69","female","high","mid","high","mid","high","low",0.0536873389549565
"65-69","female","low","mid","high","high","mid","mid",0.0535310523755769
"65-69","female","low","mid","mid","low","mid","mid",0.0535015604961673
"70-79","female","mid","mid","high","mid","low","low",0.0534663637582366
"80+","male","mid","mid","high","mid","mid","high",0.0534436955892113
"70-79","female","high","high","low","low","mid","mid",0.0534325174937734
"80+","female","high","high","high","mid","low","mid",0.0534189540047461
"65-69","female","high","high","high","low","low","low",0.0533624540612068
"70-79","female","high","high","high","low","low","mid",0.0533609677102881
"65-69","female","low","high","high","low","mid","high",0.0532911679116592
"65-69","female","low","mid","low","low","low","mid",0.0531982904682362
"65-69","female","high","low","mid","mid","mid","mid",0.0531212850473763
"65-69","male","high","high","mid","high","mid","mid",0.0530091478314125
"65-69","male","mid","low","high","mid","low","high",0.0529727933500332
"70-79","male","high","mid","mid","high","mid","high",0.0529727811431011
"65-69","female","high","mid","mid","low","mid","low",0.0529715349860725
"65-69","male","mid","high","mid","high","low","mid",0.0529400697191598
"70-79","female","high","high","high","high","high","mid",0.0529184906604936
"70-79","female","mid","mid","mid","low","low","high",0.0528567255474727
"65-69","female","low","mid","high","high","high","high",0.0528297263107492
"65-69","female","low","mid","mid","low","high","high",0.0528005992580728
"70-79","male","mid","mid","high","high","low","high",0.052523995586041
"65-69","female","mid","high","low","high","mid","high",0.0524598230320087
"80+","female","high","mid","high","mid","low","high",0.0524539732617188
"70-79","male","mid","high","high","mid","low","low",0.0524503169195163
"80+","female","high","mid","mid","high","high","high",0.0524387825535018
"70-79","female","high","mid","high","low","low","high",0.052396976471702
"65-69","female","high","low","high","high","mid","high",0.052391380598742
"65-69","female","low","high","mid","mid","low","low",0.0523758784937884
"65-69","male","mid","mid","high","mid","low","low",0.0522590344206481
"80+","female","mid","high","high","high","low","high",0.0521226839665402
"70-79","female","high","mid","mid","low","mid","mid",0.0520264480235122
"80+","male","mid","high","high","mid","high","high",0.0520192667915397
"80+","female","high","high","mid","low","low","high",0.0520154116552633
"70-79","female","low","high","mid","mid","mid","high",0.0519180864886735
"70-79","male","high","high","low","low","low","high",0.0518954789362986
"70-79","female","high","high","mid","mid","low","low",0.0518549471299819
"65-69","female","high","mid","low","mid","high","mid",0.0516631332384988
"80+","female","high","high","high","mid","mid","mid",0.0515795170776183
"70-79","female","low","mid","high","mid","mid","high",0.0515272982248897
"70-79","female","mid","mid","mid","high","low","mid",0.0514649458695944
"65-69","female","low","mid","mid","high","high","mid",0.0514102172336074
"70-79","female","mid","high","high","low","high","high",0.0514036521343239
"70-79","male","high","high","high","mid","high","high",0.0512312095683224
"65-69","male","high","mid","mid","low","low","high",0.0512282897398929
"65-69","male","high","high","mid","high","high","high",0.0510046364510038
"65-69","female","mid","mid","low","mid","mid","mid",0.0509630949215807
"70-79","male","mid","high","high","high","low","mid",0.0509176603792478
